dia,t_total,t_prueba1,t_prueba2,rechaza,llora,toca,prueba,consume,valence_inicio,arousal_inicio,valence_p1_before,valence_p1_during,valence_p1_after,valence_p2_before,valence_p2_during,valence_p2_after,arousal_p1_before,arousal_p1_during,arousal_p1_after,arousal_p2_before,arousal_p2_during,arousal_p2_after,valence_final,arousal_final,comentarios,id,dia_original,dia_num,fase_dia,valence_mean,arousal_mean,valence_delta,arousal_delta,valence_p1_delta,valence_p2_delta,arousal_p1_delta,arousal_p2_delta,aceptacion_score,va_missing_count,tiene_nota_tecnica,texto_limpio,lex_rechazo_activo,lex_rechazo_activo_score,lex_malestar_emocional,lex_malestar_emocional_score,lex_aceptacion,lex_aceptacion_score,lex_exploracion,lex_exploracion_score,lex_intervencion_adulto,lex_intervencion_adulto_score,lex_autonomia,lex_autonomia_score,lex_problema_datos,lex_problema_datos_score,lex_net_acceptance,score_negacion,sentiment_label,sentiment_pos,sentiment_neg,sentiment_neu,sentiment_score,cond_gira_cara,cond_usa_manos,cond_llora_malestar,cond_juega_alimento,cond_autonomo,cond_adulto_interviene,cond_formato_entero,cond_formato_papilla,cond_video_problema,cond_segunda_prueba,cond_ambivalente
14E,94.33,0,58.3,0,0,1,1,1,0.2871071,0.5867916,,0.2871071,0.2415921,0.1342276,0.1536552,0.1358609,,0.5867916,0.579618,0.0343069,0.05588279,0.1229275,0.0871656,0.4339001,"inicia el video con el coliflor en la mano. La profesora lo saca del pocillo y se lo da, ahí lo saborea con la boca, luego come un pedacito",ID14,14E,14,E,0.1895308,0.342888356,-0.1999415,-0.1528915,,0.0016333,,0.0886206,1,2,False,"inicia el video con el coliflor en la mano. la profesora lo saca del pocillo y se lo da, ahí lo saborea con la boca, luego come un pedacito",0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,,,,,,0,0,0,0,0,0,1,0,0,0,0
15,54.266,0,33.19,0,0,1,1,1,,,,,,,0.1570748,0.1529004,,,,,0.146509,0.2282078,0.09193531,0.488626,"inicia el video con el coliflor en la mano, se lo lleva a la boca. Comienza a comerlo de a poco y al final se come el coliflor entero ",ID14,15,15,sin_fase,0.13397017,0.287780933,,,,,,,1,10,False,"inicia el video con el coliflor en la mano, se lo lleva a la boca. comienza a comerlo de a poco y al final se come el coliflor entero",0,0,0,0,1,2,0,0,0,0,1,1,0,0,2,2,,,,,,0,0,0,0,0,0,1,0,0,0,0
1,44.63,18.63,33.36,0,0,1,1,0,0.2679431,0.4535084,0.2555714,0.1926058,0.1593737,0.3550005,0.332703,0.2861467,0.6933925,0.6789187,0.630341,0.6717669,0.6651779,0.6559241,0.2652944,0.4575483,Solo prueba el alimento,ID15,1,1,sin_fase,0.264329825,0.613322225,-0.0026487,0.0040399,-0.0961977,-0.0688538,-0.0630515,-0.0158428,0.5,0,False,solo prueba el alimento,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,,,,,,0,0,0,0,0,0,0,0,0,0,0
2,63.1,9.93,26.5,0,0,1,1,1,0.3711418,0.615975,0.2815389,0.2699784,0.2611,0.3094097,0.249806,0.2623648,0.518443,0.5623445,0.5678259,0.7148112,0.7029545,0.7544377,0.2883052,0.4439771, ,ID15,2,2,sin_fase,0.2867056,0.610096113,-0.0828366,-0.1719979,-0.0204389,-0.0470449,0.0493829,0.0396265,1,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0
3,38.4,13.53,25.73,0,0,1,1,1,0.08260842,0.05225001,0.1074606,0.1055203,0.09602519,0.172269,0.1167938,0.1019008,0.5889091,0.5831255,0.5735724,0.3871683,0.3749946,0.4072875,0.09108097,0.3675638,,ID15,3,3,sin_fase,0.109207385,0.416858901,0.00847255,0.31531379,-0.01143541,-0.0703682,-0.0153367,0.0201192,1,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4,23.33,7.31,10.6,0,0,1,1,1,0.1507816,0.3906667,0.18906,0.1613212,0.1418481,0.1572263,0.1743909,0.1596766,0.5309276,0.4888462,0.4454378,0.3077008,0.2506667,0.2088311,0.107802,0.5349622,,ID15,4,4,sin_fase,0.155263338,0.394754888,-0.0429796,0.1442955,-0.0472119,0.0024503,-0.0854898,-0.0988697,1,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
5,35.93,15.03,33.63,0,0,1,1,1,0.15205,0.09514166,0.191202,0.1744549,0.1401634,0.296651,0.1959824,0.150872,0.6406011,0.6126131,0.1401634,0.6780885,0.6661236,0.6324784,0.2285045,0.434093,,ID15,5,5,sin_fase,0.191235025,0.487412845,0.0764545,0.33895134,-0.0510386,-0.145779,-0.5004377,-0.0456101,1,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
6,20.13,7.93,,0,0,1,1,1,0.39538,0.7634084,0.07252534,0.1050244,0.122669,,,,0.4830073,0.4591612,0.4377613,,,,0.07062992,0.2749236,Se tomo datos de Arousal y Valence finales del segundo 15.03,ID15,6,6,sin_fase,0.153245732,0.48365236,-0.32475008,-0.4884848,0.05014366,,-0.045246,,1,6,True,se tomo datos de arousal y valence finales del segundo 15.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0
7E,9.6,2.22,7.96,0,0,1,1,1,0.1023079,0.6214958,0.1415179,0.1124902,0.1150326,0.2449653,0.1694413,0.1536019,0.5728894,0.5356095,0.4965564,0.3275782,0.3233406,0.3566814,0.1992114,0.5696083,,ID15,7E,7,E,0.154821063,0.47546995,0.0969035,-0.0518875,-0.0264853,-0.0913634,-0.076333,0.0291032,1,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
7P,20.33,3.46,17.83,0,0,1,1,1,0.2012467,0.4454792,0.2012467,0.2138252,0.2331665,0.1253771,0.2151914,0.3841157,0.4454792,0.4370524,0.4576354,0.4909527,0.4902246,0.5559951,0.1718321,0.5150642,Datos V y A  inicio tomados del segundo 3.03,ID15,7P,7,P,0.218250175,0.47973535,-0.0294146,0.069585,0.0319198,0.2587386,0.0121562,0.0650424,1,0,True,datos v y a inicio tomados del segundo 3.03,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0
8,12.4,2.96,10.86,0,0,1,1,1,0.06742731,0.1607125,0.2335013,0.2523471,0.2405991,0.2792954,0.261398,0.195012,0.4750753,0.6434034,0.6608543,0.4587713,0.5156655,0.5156655,0.1530561,0.4265943,,ID15,8,8,sin_fase,0.210329539,0.482092763,0.08562879,0.2658818,0.0070978,-0.0842834,0.185779,0.0568942,1,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
9,40.93,16.33,22.6,0,0,1,1,1,0.06403574,0.08285001,0.2851781,0.1904448,0.1587494,0.1586995,0.1236509,0.1109324,0.7366456,0.6882576,0.6079289,0.4261711,0.4633507,0.5511599,0.1237001,0.393528,,ID15,9,9,sin_fase,0.151923868,0.493736476,0.05966436,0.31067799,-0.1264287,-0.0477671,-0.1287167,0.1249888,1,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
10,23.06,8.1,11.1,0,0,1,1,1,0.06835984,0.3115625,0.2889973,0.1957083,0.141875,0.1405596,0.1514447,0.2329648,0.6853025,0.6339658,0.5682902,0.4667865,0.445866,0.414081,0.1920474,0.3081541,A y V final anotados de segundo 20.16,ID15,10,10,sin_fase,0.176494618,0.479251075,0.12368756,-0.0034084,-0.1471223,0.0924052,-0.1170123,-0.0527055,1,0,True,a y v final anotados de segundo 20.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0
11,26.43,18.76,,0,0,1,1,1,0.5146033,0.785775,0.1545684,0.1747407,0.1864561,,,,0.1841069,0.366396,0.6714184,,,,0.1746359,0.8006185,"A y V inicial tomado del segundo 5.40. Consume en 14.58, pero no hay datos en ese sesundo ni cercanos, en tiempo anotado solo toca el alimento ",ID15,11,11,sin_fase,0.24100088,0.56166296,-0.3399674,0.0148435,0.0318877,,0.4873115,,1,6,True,"a y v inicial tomado del segundo 5.40. consume en 14.58, pero no hay datos en ese sesundo ni cercanos, en tiempo anotado solo toca el alimento",0,0,0,0,1,1,1,2,0,0,0,0,1,1,1,1,,,,,,0,0,0,0,0,0,0,0,1,0,1
12,23.4,9.36,15.4,0,0,1,1,1,0.07433094,0.006412498,,0.4452809,0.2867247,0.4121364,0.3775151,0.3707787,,0.6493446,0.6293805,0.6638186,0.664654,0.6620625,0.2764277,0.3534565,"No hay 0,5 antes de la prueba 1 programa no lo registra ",ID15,12,12,sin_fase,0.320456349,0.518447028,0.20209676,0.347044002,,-0.0413577,,-0.0017561,1,2,True,"no hay 0,5 antes de la prueba 1 programa no lo registra",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,,,,,,0,0,0,0,0,0,0,0,0,0,0
13,33.2,7.46,13.96,0,0,1,1,1,0.08929389,0.0030125,0.1882182,0.1777646,0.1378438,0.2414317,0.1838947,0.1590862,0.5454667,0.5275297,0.501771,0.5075282,0.4867881,0.4606542,0.2430513,0.5101209,,ID15,13,13,sin_fase,0.177573049,0.442858913,0.15375741,0.5071084,-0.0503744,-0.0823455,-0.0436957,-0.046874,1,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
14,17.83,15.66,,0,0,1,1,1,0.1443397,0.09592501,0.1616995,0.2224346,0.1952588,,,,0.5529088,0.5094453,0.478136,,,,0.1908346,0.3725347,,ID15,14,14,sin_fase,0.18291344,0.401789962,0.0464949,0.27660969,0.0335593,,-0.0747728,,1,6,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
15,18.96,8.33,17.23,0,0,1,1,1,0.0885236,0.000547241,0.1815777,0.2537842,0.2568162,0.3150122,0.2340945,0.1891064,0.2065722,0.3026403,0.4037196,0.6260365,0.6260189,0.5627085,0.2552465,0.6816778,A inicio del segundo 0.3 ,ID15,15,15,sin_fase,0.221770162,0.42624013,0.1667229,0.681130559,0.0752385,-0.1259058,0.1971474,-0.063328,1,0,True,a inicio del segundo 0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0
16,26.03,3.86,9.33,0,0,1,1,1,0.0940147,0.05623333,0.1909216,0.160952,0.1215135,0.1767538,0.1290157,0.09866963,0.3853752,0.4079045,0.3918234,0.3314401,0.3098938,0.3011106,0.1695305,0.1103854,,ID15,16,16,sin_fase,0.142671429,0.286770791,0.0755158,0.05415207,-0.0694081,-0.07808417,0.0064482,-0.0303295,1,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
17,35.36,4.46,20.17,0,0,1,1,1,0.08474765,0.001820832,0.1418138,0.1496985,0.1289385,0.2743385,0.189691,0.1429614,0.3156772,0.3212431,0.3401304,0.5356534,0.5083128,0.4666727,0.2763676,0.6259165,"2da prueba fue la tercera, la segunda real no tomo los datos (segundo 9.61)",ID15,17,17,sin_fase,0.173569619,0.389428367,0.19161995,0.624095668,-0.0128753,-0.1313771,0.0244532,-0.0689807,1,0,True,"2da prueba fue la tercera, la segunda real no tomo los datos segundo 9.61",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,,,,,,0,0,0,0,0,0,0,0,0,1,0
18,18.16,2.76,7.36,0,0,1,1,1,0.1041692,0.054725,0.1590343,0.1952293,0.1648548,0.3641224,0.2513221,0.2333476,0.4800615,0.4615164,0.4483741,0.6568155,0.6445855,0.7644778,0.09929261,0.4242454,,ID15,18,18,sin_fase,0.196421539,0.49185015,-0.00487659,0.3695204,0.0058205,-0.1307748,-0.0316874,0.1076623,1,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
19,18.1,5.56,14.8,0,0,1,1,1,0.07766031,0.08688751,0.2854217,0.3092581,0.2005802,0.2116007,0.160345,0.1142001,0.5575627,0.5696658,0.5584431,0.6264293,0.6154544,0.5651301,0.08972576,0.3580539,,ID15,19,19,sin_fase,0.181098984,0.492203351,0.01206545,0.27116639,-0.0848415,-0.0974006,0.0008804,-0.0612992,1,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
20,23.56,2.8,18.56,0,0,1,1,1,0.07896283,0.1406875,0.348399,0.3794408,0.2855507,0.3092642,0.2978332,0.2638771,0.7980283,0.8156615,0.7990885,0.6688931,0.6638721,0.6245195,0.2177324,0.6345848,,ID15,20,20,sin_fase,0.272632529,0.643166912,0.13876957,0.4938973,-0.0628483,-0.0453871,0.0010602,-0.0443736,1,0,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
1E,12.866,,,1,0,0,0,0,0.08733282,0.01501666,,,,,,,,,,,,,0.07248818,0.2483686,"niega con la cabeza, no toca el coliflor, solo toca el pocillo ",ID16,1E,1,E,0.0799105,0.13169263,-0.01484464,0.23335194,,,,,-0.5,12,False,"niega con la cabeza, no toca el coliflor, solo toca el pocillo",1,1,0,0,0,0,1,1,0,0,0,0,0,0,-1,-1,,,,,,0,0,0,0,0,0,0,0,0,0,0
2E,13.4,0,5.09,0,0,1,1,0,0.07009166,0.01239167,,0.07009166,0.07088745,0.1135826,0.08898008,0.0836873,,0.01239167,0.01165783,0.5187654,0.4639763,0.4263071,0.166431,0.3129121,inicia el video con el coliflor en la mano. Casi al final saborea el coliflor pero no muerde ,ID16,2E,2,E,0.094821679,0.251200296,0.09633934,0.30052043,,-0.0298953,,-0.0924583,0.5,2,False,inicia el video con el coliflor en la mano. casi al final saborea el coliflor pero no muerde,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,,,,,,0,0,0,0,0,0,0,0,0,0,0
3E,7.033,0,,1,0,1,0,0,0.3217124,0.8071709,,0.3217124,0.3338002,,,,,0.8071709,0.8032756,,,,0.07876366,0.5211616,"inicia el video con el coliflor en la mano, solo lo mira ",ID16,3E,3,E,0.263997165,0.73469475,-0.24294874,-0.2860093,,,,,-0.5,8,False,"inicia el video con el coliflor en la mano, solo lo mira",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0
4E,5.433,0,,0,0,1,1,0,0.1390715,0.06995001,,0.1390715,0.1218823,,,,,0.06995001,0.0656999,,,,0.1008223,0.4384372,"inicia el video con el coliflor en la mano, se lo lleva a la boca, lo saborea pero no lo muerde ni lo come ",ID16,4E,4,E,0.1252119,0.16100928,-0.0382492,0.36848719,,,,,0.5,8,False,"inicia el video con el coliflor en la mano, se lo lleva a la boca, lo saborea pero no lo muerde ni lo come",0,0,0,0,1,3,1,1,0,0,1,1,0,0,3,-1,,,,,,0,0,0,0,0,0,0,0,0,0,0
4P,15.033,3.77,,1,0,1,0,0,0.08713917,0.01509166,0.1940508,0.3013124,,,,,0.2348036,0.5148904,,,,,0.6302097,0.7150369,"profesora le da la papilla en la cuchara, en el momento que está cerca de su cara, corre la cara ",ID16,4P,4,P,0.303178018,0.36995564,0.54307053,0.69994524,,,,,-0.5,8,False,"profesora le da la papilla en la cuchara, en el momento que está cerca de su cara, corre la cara",1,1,0,0,0,0,0,0,1,2,0,0,0,0,-1,0,,,,,,0,0,0,0,0,1,0,1,0,0,0
5E,5.8,0,,0,0,1,1,0,0.1791172,0.6509584,,0.1791172,0.1514831,,,,,0.6509584,0.6357373,,,,0.08980441,0.1619367,inicia el video moviendo la boca como si lo hubiese saboreado. Otro niño toma el coliflor ,ID16,5E,5,E,0.149880478,0.5248977,-0.08931279,-0.4890217,,,,,0.5,8,False,inicia el video moviendo la boca como si lo hubiese saboreado. otro niño toma el coliflor,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0
5P,2.933,,,1,0,0,0,0,,,,,,,,,,,,,,,0.1162912,0.3225069,"profesora ofrece papilla con la cuchara, él niega con la cabeza ",ID16,5P,5,P,0.1162912,0.3225069,,,,,,,-0.5,14,False,"profesora ofrece papilla con la cuchara, él niega con la cabeza",1,1,0,0,0,0,0,0,1,1,0,0,0,0,-1,-1,,,,,,0,0,0,0,0,1,0,1,0,0,0
6E,4.733,0,,1,0,0,0,0,0.0722147,0,,0.0722147,0.07465037,,,,,0,0,,,,0.1072612,0.187318,"inicia el video con el coliflor en la mano, se lo lleva a la boca pero no alcanza a tocarlo con la boca ",ID16,6E,6,E,0.081585243,0.0468295,0.0350465,0.187318,,,,,-0.5,8,False,"inicia el video con el coliflor en la mano, se lo lleva a la boca pero no alcanza a tocarlo con la boca",0,0,0,0,1,1,1,2,0,0,1,1,0,0,1,0,,,,,,0,0,0,0,0,0,0,0,0,0,0
6P,5.333,,,1,0,0,0,0,0.145487,0.1313125,,,,,,,,,,,,,0.1133758,0.1856889,Tía del jardín le ofrece la papilla con la cuchara pero él niega con la cabeza ,ID16,6P,6,P,0.1294314,0.1585007,-0.0321112,0.0543764,,,,,-0.5,12,False,tía del jardín le ofrece la papilla con la cuchara pero él niega con la cabeza,1,1,0,0,0,0,0,0,1,2,0,0,0,0,-1,-1,,,,,,0,0,0,0,0,0,0,1,0,0,0
7E,7.133,0,,0,0,1,1,0,0.16586,0.1055583,,0.16586,,,,,,0.1055583,,,,,0.153007,0.4234528,"inicia el video con el coliflor en la mano, se lo lleva a la boca y lo saborea, no lo muerde ni lo traga ",ID16,7E,7,E,0.161575667,0.211523133,-0.012853,0.3178945,,,,,0.5,10,False,"inicia el video con el coliflor en la mano, se lo lleva a la boca y lo saborea, no lo muerde ni lo traga",0,0,0,0,1,3,1,1,0,0,1,1,0,0,3,-1,,,,,,0,0,0,0,0,0,0,0,0,0,0
7P,10.3,0.2,,0,0,1,1,0,,,,0.1484724,0.1508531,,,,,0.4035486,0.3873052,,,,0.2492784,0.506178,"cuando lo prueba, saca la lengua ",ID16,7P,7,P,0.182867967,0.432343933,,,,,,,0.5,10,False,"cuando lo prueba, saca la lengua",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,,,,,,0,0,0,0,0,0,0,0,0,0,0
8E,23.933,0,8.02,0,0,1,1,0,0.1906033,0.1446833,,0.1906033,0.1663838,0.2246527,0.1933318,0.1582257,,0.1446833,0.1407378,0.4606935,0.4438451,0.3999635,0.1154939,0.03933879,"inicia el video con el coliflor en la mano, prueba un trozo muy pequeño pero se lo saca de la boca, luego prueba otro trozo pequeño y lo saborea  ",ID16,8E,8,E,0.177042071,0.253420756,-0.0751094,-0.10534451,,-0.066427,,-0.06073,0.5,2,False,"inicia el video con el coliflor en la mano, prueba un trozo muy pequeño pero se lo saca de la boca, luego prueba otro trozo pequeño y lo saborea",0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,2,,,,,,0,0,0,0,0,0,1,0,0,0,0
9E,14.066,0,,1,0,1,0,0,0.07240174,0,,0.07240174,,,,,,0,,,,,0.2074506,0.2585618,"inicia el video con el coliflor en la mano, solo lo mira ",ID16,9E,9,E,0.117418027,0.086187267,0.13504886,0.2585618,,,,,-0.5,10,False,"inicia el video con el coliflor en la mano, solo lo mira",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0
9P,14.1,,,1,0,0,0,0,,,,,,,,,,,,,,,0.1158361,0.2678433,niega con la cabeza y se aleja de la cuchara ,ID16,9P,9,P,0.1158361,0.2678433,,,,,,,-0.5,14,False,niega con la cabeza y se aleja de la cuchara,1,2,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,,,,,,0,0,0,0,0,0,0,1,0,0,0
10E,4.233,,,1,0,0,0,0,0.09032145,0.4673667,,,,,,,,,,,,,0.1040379,0.1179052,no toca el coliflor ni lo mira ,ID16,10E,10,E,0.097179675,0.29263595,0.01371645,-0.3494615,,,,,-0.5,12,False,no toca el coliflor ni lo mira,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0
11E,14.666,0.7,,1,0,1,0,0,0.08790196,0.03731667,0.08924844,0.08398274,0.08813041,,,,0.03660588,0.03109026,0.02536169,,,,0.09708465,0.1331651,juega con el coliflor. Alguien le ofrece un trozo pequeño pero lo bota ,ID16,11E,11,E,0.08926964,0.05270792,0.00918269,0.09584843,-0.00111803,,-0.01124419,,-0.5,6,False,juega con el coliflor. alguien le ofrece un trozo pequeño pero lo bota,1,1,0,0,0,0,1,1,1,1,0,0,0,0,-1,0,,,,,,0,0,0,0,0,0,1,0,0,0,0
12E,11.5,0,,0,0,1,1,0,0.07985497,0.005412499,,0.07985497,0.08272613,,,,,0.005412499,0.00540953,,,,0.08648968,0.08911195,"al inicio mira el coliflor, después saborea un trozo muy pequeño",ID16,12E,12,E,0.082231437,0.02633662,0.00663471,0.083699451,,,,,0.5,8,False,"al inicio mira el coliflor, después saborea un trozo muy pequeño",0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,0,0,0,0
12P,6.6,,,1,0,0,0,0,,,,,,,,,,,,,,,0.1538978,0.06687901,"niega con la cabeza cuando le acercan la cuchara, se aleja de la cuchara ",ID16,12P,12,P,0.1538978,0.06687901,,,,,,,-0.5,14,False,"niega con la cabeza cuando le acercan la cuchara, se aleja de la cuchara",1,2,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,,,,,,0,0,0,0,0,0,0,1,0,0,0
13E,4.833,0,,1,0,1,0,0,0.1208115,0.09567083,,0.1208115,0.1122098,,,,,0.09567083,0.1085927,,,,0.08243824,0.09065424,comienza el video con el coliflor en la mano y lo mira ,ID16,13E,13,E,0.10906776,0.09764715,-0.03837326,-0.00501659,,,,,-0.5,8,False,comienza el video con el coliflor en la mano y lo mira,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0
13P,4.9,,,1,0,0,0,0,0.08269802,0.04065833,,,,,,,,,,,,,0.1590558,0.2099128,"quita la cara cuando le acercan la cuchara, cierra los ojos ",ID16,13P,13,P,0.12087691,0.125285565,0.07635778,0.16925447,,,,,-0.5,12,False,"quita la cara cuando le acercan la cuchara, cierra los ojos",1,2,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,,,,,,0,0,0,0,0,0,0,1,0,0,0
14E,9.533,0,3.38,1,0,1,0,0,0.08060908,0.02292917,,0.08060908,0.07383395,,0.0794745,0.07595279,,0.02292917,0.02027864,,0.01773444,0.0202481,0.1311534,0.4093857,"lo toca, lo desarma pero no lo come",ID16,14E,14,E,0.0869388,0.085584203,0.05054432,0.38645653,,,,,-0.5,4,False,"lo toca, lo desarma pero no lo come",1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,-1,,,,,,0,0,0,0,0,0,0,0,0,0,0
14P,3.033,,,1,0,0,0,0,0.07375301,0.04755417,,,,,,,,,,,,,0.09198641,0.1954229,aleja la cuchara con su mano ,ID16,14P,14,P,0.08286971,0.121488535,0.0182334,0.14786873,,,,,-0.5,12,False,aleja la cuchara con su mano,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,,,,,,0,0,0,0,0,0,0,1,0,0,0
15E,13,0,,0,0,1,1,1,0.6951334,0.8379542,,0.6951334,0.6473342,,,,,0.8379542,0.842743,,,,0.1621428,0.3624716,"Inicia el video con el coliflor en la mano, lo come ",ID16,15E,15,E,0.54993595,0.72028075,-0.5329906,-0.4754826,,,,,1,8,False,"inicia el video con el coliflor en la mano, lo come",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,,,,,,0,0,0,0,0,0,0,0,0,0,0
16E,12,0,,0,0,1,1,1,0.07058529,0,,0.07058529,0.132507,,,,,0,0.05600146,,,,0.1322575,0.1383331,"inicia el video con el coliflor en la mano, lo come ",ID16,16E,16,E,0.10148377,0.04858364,0.06167221,0.1383331,,,,,1,8,False,"inicia el video con el coliflor en la mano, lo come",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,,,,,,0,0,0,0,0,0,0,0,0,0,0
17E,14.833,0,,0,0,1,1,1,0.07077653,0.4928625,,0.07077653,0.1345128,,,,,0.4928625,0.4822364,,,,0.1551258,0.6188665,"Inicia el video con el coliflor en la mano, lo come ",ID16,17E,17,E,0.107797915,0.521706975,0.08434927,0.126004,,,,,1,8,False,"inicia el video con el coliflor en la mano, lo come",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,,,,,,0,0,0,0,0,0,0,0,0,0,0
18E,12.766,0,,0,0,1,1,1,0.311726,0.5711125,,0.311726,0.3532469,,,,,0.5711125,0.565686,,,,0.06741843,0.3580626,"Inicia el video con el coliflor en la mano, lo come ",ID16,18E,18,E,0.261029333,0.5164934,-0.24430757,-0.2130499,,,,,1,8,False,"inicia el video con el coliflor en la mano, lo come",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,,,,,,0,0,0,0,0,0,0,0,0,0,0
19E,27.966,1.67,,0,0,1,1,1,0.4474119,0.4531958,0.288106,0.2284333,0.1753646,,,,0.4253162,0.3880958,0.3311152,,,,0.09466162,0.07808014,,ID16,19E,19,E,0.246795484,0.335160628,-0.35275028,-0.37511566,-0.1127414,,-0.094201,,1,6,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
1E,5.7,,,1,0,0,0,0,0.06784419,0.5317167,,,,,,,,,,,,,0.1141891,0.2915334,,ID17,1E,1,E,0.091016645,0.41162505,0.04634491,-0.2401833,,,,,-0.5,12,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
2P,15.09,1.36,,1,0,0,1,1,0.1023586,0.01943333,0.1352424,0.1972274,0.1753394,,,,0.04532057,0.1090027,0.3716777,,,,0.1174453,0.01182979,"Prueba la papilla, sin embargo en el video se ve que, al parecer, antes se intentó probar el formato E. También rechaza volver a probarlo.",ID17,2P,2,P,0.14552262,0.111452818,0.0150867,-0.00760354,0.040097,,0.32635713,,0.5,6,False,"prueba la papilla, sin embargo en el video se ve que, al parecer, antes se intentó probar el formato e. también rechaza volver a probarlo.",1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,1,0,0,0
3P,6.06,,,1,0,0,0,0,0.1865813,0.54515,,,,,,,,,,,,,0.1185317,0.2327135,,ID17,3P,3,P,0.1525565,0.38893175,-0.0680496,-0.3124365,,,,,-0.5,12,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
4P,12.93,,,1,0,0,0,0,0.1622267,0.3360542,,,,,,,,,,,,,0.1045782,0.4503024,,ID17,4P,4,P,0.13340245,0.3931783,-0.0576485,0.1142482,,,,,-0.5,12,False,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
5P,17.66,,,1,0,0,0,0,0.06423026,0.3243958,,,,,,,,,,,,,0.1385329,0.338992,"No prueba la papilla, sin embargo en el video se ve que, al parecer, antes se intentó probar el formato E.",ID17,5P,5,P,0.10138158,0.3316939,0.07430264,0.0145962,,,,,-0.5,12,False,"no prueba la papilla, sin embargo en el video se ve que, al parecer, antes se intentó probar el formato e.",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-1,,,,,,0,0,0,0,0,0,1,1,0,0,0
